"question","answer","title","context"
"筋肉が収縮することにより発生する力を何と呼ぶか","筋力","筋肉","筋肉 [SEP] 動物の運動は、主として筋肉によってもたらされる。ただし、細部に於ける繊毛や鞭毛による運動等、若干の例外はある。なお、筋肉が収縮することにより発生する力を筋力と呼び、これは収縮する筋肉の断面積におおよそ比例する。つまり筋力は、筋肉の太さと密接に関係している。"
"アメリカのボーイング社が開発・製造する大型ジェット旅客機シリーズで1969年2月に初飛行したものは？","ボーイング747","ボーイング747","ボーイング747 [SEP] ボーイング747  は、アメリカのボーイング社が開発・製造する大型ジェット旅客機シリーズ。1969年2月の初飛行から多くの改良を重ね、半世紀以上に渡って生産が続けられたボーイング社のロングセラーであり、エアバスA380が初飛行するまでは世界最大の民間航空機であった。一般的には「ジャンボジェット（Jumbo Jet）」の愛称で呼ばれる。"
"藤沢市の人口は約何万人？","約44万人","藤沢市","藤沢市 [SEP] 藤沢市（ふじさわし）は、神奈川県の湘南地方に位置する市。湘南地域の中では最大の人口（約44万人）を有し、相模湾に接する。"
"ちくま文庫のフォーマットは誰がデザインしたか？","安野光雅","ちくま文庫","ちくま文庫 [SEP] ちくま文庫（ちくまぶんこ）は、株式会社筑摩書房が発行している文庫レーベル。1985年（昭和60年）12月より刊行が開始された。フォーマットならびに基本的な装幀は安野光雅がデザインした。"
"火山の地下にあるのは？","マグマ","火山","火山 [SEP] 火山（かざん）は、地殻の深部にあったマグマが地表または水中に噴出することによつてできる、特徴的な地形をいう。文字通りの山だけでなく、カルデラのような凹地形も火山と呼ぶ。火山の地下にはマグマがあり、そこからマグマが上昇して地表に出る現象が噴火である。噴火には、様々な様式（タイプ）があり、火山噴出物の成分や火山噴出物の量によってもその様式は異なっている。"
"使徒（しと）は、狭義にはイエス・キリストの何人の高弟を指すか。","12人","使徒","使徒 [SEP] 使徒（しと）は、狭義にはイエス・キリストの12人の高弟を指すが、それに近い弟子（パウロ、七十門徒など）にもこの語が用いられることがある。広義には、重要な役割を果たしたキリスト教の宣教者（「遣わされた者」）および、その宣教者の称号である。"
"生命科学とは？","生命を研究対象とする学問","生命科学","生命科学 [SEP] 生命を研究対象とする学問のことである。自然科学（natural science）の中で、物理科学（physical science）と対をなす。広義には、応用分野も含む。"
"ニューサウスウェールズ州の州都は？","シドニー","ニューサウスウェールズ州","ニューサウスウェールズ州 [SEP] ニューサウスウェールズ州（ニューサウスウェールズしゅう）は、オーストラリア連邦東南部に位置する州で、同国最初の英国入植地である。州都は最大都市のシドニー。"
"テクノロジーの語源は、古代ギリシア語の何か。","テクネー","テクノロジー","テクノロジー [SEP] テクノロジー（, ）または科学技術、技術学とは基本的に「特定の分野における知識の実用化」や、「科学的知識を個別領域における実際的目的のために工学的に応用する方法論」を指す用語・概念。そこから派生して「テクノロジー」は、科学的知識をもちいて開発された機械類や道具類を指すこともある。また「エンジニアリングや応用科学を扱う、知識の一部門」ともされる。テクノロジーの語源は古代ギリシア語「テクネー」であり、これは学術・芸術・知識（エピステーメー）や制作的な知識（ロゴス）・能力等も指す。"
"一般的には初等教育、中等教育段階において無料の教育を施す学校のことを指すのは？","公立学校","公立学校","公立学校 [SEP] 公立学校（こうりつがっこう）とは、一般的には初等教育、中等教育段階において無料の教育を施す学校のことを指す。多くは税金によって運営される。"
"漢（前趙）の興起はいつ？","304年","五胡十六国時代","五胡十六国時代 [SEP] 五胡十六国時代（ごこじゅうろっこくじだい）は、中国の時代区分のひとつ。304年の漢（前趙）の興起から、439年の北魏による華北統一までを指す。五胡十六国（ごこじゅうろっこく）は、当時、中国華北に分立興亡した民族・国家の総称である。十六国とは北魏末期の史官の崔鴻が私撰した『十六国春秋』に基づくものであり、実際の国の数は16を超える。"
